tsp_file,algorithm,cost,elapsed_time
tsp2_1248,parallel_bruteforce,1248,0.0002456
tsp1_253,bruteforce,253,11.536593
tsp1_253,parallel_bruteforce,253,13.266364
tsp2_1248,bruteforce,1248,0.0002138
tsp2_1248,parallel_bruteforce,1248,0.0002627
tsp1_253,bruteforce,253,12.9974614
tsp1_253,parallel_bruteforce,253,14.1345317
tsp2_1248,bruteforce,1248,0.00017
tsp2_1248,parallel_bruteforce,1248,0.0002
tsp1_253,bruteforce,253,13.9222619
tsp1_253,parallel_bruteforce,253,14.1998947
tsp2_1248,bruteforce,1248,0.0001723
tsp2_1248,parallel_bruteforce,1248,0.0002171
tsp1_253,bruteforce,253,13.4358504
tsp1_253,parallel_bruteforce,253,13.6964782
tsp2_1248,bruteforce,1248,0.000171
tsp2_1248,parallel_bruteforce,1248,0.0002565
tsp1_253,bruteforce,253,13.9579117
tsp1_253,parallel_bruteforce,253,14.0324401
tsp2_1248,bruteforce,1248,0.0002574
tsp2_1248,parallel_bruteforce,1248,0.0004968
tsp1_253,bruteforce,253,14.151318
tsp1_253,parallel_bruteforce,253,15.7454336
tsp2_1248,bruteforce,1248,0.0001742
tsp2_1248,parallel_bruteforce,1248,0.0004107
tsp1_253,bruteforce,253,16.3732011
tsp1_253,parallel_bruteforce,253,14.8685791
tsp2_1248,bruteforce,1248,0.0001869
tsp2_1248,parallel_bruteforce,1248,0.0002822
tsp1_253,bruteforce,253,13.0943978
tsp1_253,parallel_bruteforce,253,14.1515727
tsp2_1248,bruteforce,1248,0.0001635
tsp2_1248,parallel_bruteforce,1248,0.0002497
tsp1_253,bruteforce,253,16.4475437
tsp1_253,parallel_bruteforce,253,14.9213476
tsp2_1248,bruteforce,1248,0.000171
tsp2_1248,parallel_bruteforce,1248,0.0003224
tsp1_253,bruteforce,253,16.5700192
tsp1_253,parallel_bruteforce,253,14.4895706
tsp2_1248,bruteforce,1248,0.000201
tsp2_1248,parallel_bruteforce,1248,0.0002567
tsp1_253,bruteforce,253,18.9301535
tsp1_253,parallel_bruteforce,253,16.4848219
tsp2_1248,bruteforce,1248,0.0001967
tsp2_1248,parallel_bruteforce,1248,0.0002455
tsp1_253,bruteforce,253,19.3038946
tsp1_253,parallel_bruteforce,253,16.0832337
tsp2_1248,bruteforce,1248,0.0002117
tsp2_1248,parallel_bruteforce,1248,0.0008998
tsp1_253,bruteforce,253,21.4591054
tsp1_253,parallel_bruteforce,253,16.0844678
tsp2_1248,bruteforce,1248,0.0002062
tsp2_1248,parallel_bruteforce,1248,0.0002665
tsp1_253,bruteforce,253,17.2780324
tsp1_253,parallel_bruteforce,253,15.3070872
tsp2_1248,bruteforce,1248,0.0002323
tsp2_1248,parallel_bruteforce,1248,0.0100716
tsp1_253,bruteforce,253,24.5821445
tsp1_253,parallel_bruteforce,253,15.6922658
tsp2_1248,bruteforce,1248,0.0001784
tsp2_1248,parallel_bruteforce,1248,0.0011859
tsp1_253,bruteforce,253,23.3009263
tsp1_253,parallel_bruteforce,253,15.0049171
tsp2_1248,bruteforce,1248,0.0001663
tsp2_1248,parallel_bruteforce,1248,0.0002037
tsp1_253,bruteforce,253,17.2313977
tsp1_253,parallel_bruteforce,253,13.2741224
tsp2_1248,bruteforce,1248,0.0001598
tsp2_1248,parallel_bruteforce,1248,0.000237
tsp1_253,bruteforce,253,14.649754399999999
tsp1_253,parallel_bruteforce,253,12.965867
tsp2_1248,bruteforce,1248,0.000195
tsp2_1248,parallel_bruteforce,1248,0.0002945
tsp1_253,bruteforce,253,13.1370647
tsp1_253,parallel_bruteforce,253,12.8304709
tsp2_1248,bruteforce,1248,0.0001951
tsp2_1248,parallel_bruteforce,1248,0.0009545
tsp1_253,bruteforce,253,11.0875708
tsp1_253,parallel_bruteforce,253,12.4992618
tsp2_1248,bruteforce,1248,0.0002869
tsp2_1248,parallel_bruteforce,1248,0.0002595
tsp1_253,bruteforce,253,11.1710862
tsp1_253,parallel_bruteforce,253,12.6468001
tsp2_1248,bruteforce,1248,0.0001713
tsp2_1248,parallel_bruteforce,1248,0.0010335
tsp1_253,bruteforce,253,11.8578519
tsp1_253,parallel_bruteforce,253,12.403135
tsp2_1248,bruteforce,1248,0.0001677
tsp2_1248,parallel_bruteforce,1248,0.0003017
tsp1_253,bruteforce,253,11.2414501
tsp1_253,parallel_bruteforce,253,12.3159493
tsp2_1248,bruteforce,1248,0.0002037
tsp2_1248,parallel_bruteforce,1248,0.0002968
tsp1_253,bruteforce,253,11.1199792
tsp1_253,parallel_bruteforce,253,13.908866
tsp2_1248,bruteforce,1248,0.0001951
